URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://openclintech.com/rxventure/fhir/ValueSet/PostGraduateCategory,0.1.0,draft,,PostGraduateCategory_VS,PostGraduateCategory_VS,"Value Set for Post Graduate Category","StructureDefinition/PostGradPosition","Internal"
